id,pop,admin1,admin3,precipitation_mean,temperature_mean,elevation,slope,Name
id_806,841,1,62,1634.987,23.69666729,723.9,2.5,Abuja
id_92,844,4,133,1439.581387,25.12593132,330.08,3.68,Warri
id_729,854,1,109,1488.943626,24.85756597,464.8181818,2,Abuja
id_761,856,1,131,1497.486382,24.62265693,479.1111111,3.777777778,Abuja
id_377,856,2,58,1113.67286,25.11633519,168.5,2.428571429,Lagos
id_80,858,4,133,1455.976001,25.42931767,368.7,3.1,Warri
id_19,859,4,133,1455.719986,25.01466894,431.875,9.25,Warri
id_28,862,4,133,1412.76001,25.95899892,286.125,0.375,Warri
id_243,862,4,133,1455.800016,25.41270816,352.1333333,2.2,Warri
id_26,865,4,133,1428.075562,25.46312714,329.6666667,5.888888889,Warri
id_207,869,4,133,1415.933997,25.82255154,292.9,2.1,Warri
id_238,869,4,133,1458.289993,25.63208413,306.625,1.25,Warri
id_217,870,4,133,1415.125,25.80387719,299.8333333,1,Warri
id_400,879,2,51,1140.321564,23.71147418,371.5,2.5,Lagos
id_717,881,1,34,1549.02084,23.94407463,632,3.611111111,Abuja
id_724,884,1,138,1549.362508,25.07549222,382.3333333,1.888888889,Abuja
id_759,884,1,137.6666667,1553.014994,24.99616814,476.8333333,2.333333333,Abuja
id_252,884,4,133,1460.303571,25.31931904,369.8571429,3.571428571,Warri
id_221,886,4,133,1434.007492,25.23188615,402.625,6.625,Warri
id_122,888,4,133,1476.378003,26.0750515,289.4,1.1,Warri
id_229,896,4,133,1485.250271,25.62910419,312.8888889,1,Warri
id_38,898,4,133,1449.228003,25.50861588,325.1,0.9,Warri
id_196,900,4,133,1428.511887,25.54959297,378.625,6.875,Warri
id_756,903,1,113,1513.659745,24.82641455,422.7666667,4.166666667,Abuja
id_54,903,4,133,1443.722504,25.80941677,296.125,1.125,Warri
id_763,907,1,108,1561.424601,24.3352073,547.75,5.416666667,Abuja
id_123,911,4,133,1478.815002,25.99381256,286.875,0.625,Warri
id_171,911,4,133,1404.220015,26.02346784,275.1818182,0.636363636,Warri
id_62,915,4,133,1473.920007,25.72916565,278.9,0.3,Warri
id_279,917,4,133,1544.477498,24.64118719,589.5833333,1.666666667,Warri
id_227,921,4,133,1440.522491,25.17553163,378,9.75,Warri
id_356,926,2,73,1370.304962,23.99872994,614.75,2.875,Lagos
id_121,927,4,133,1425.624263,25.64394923,287.1851852,3.407407407,Warri
id_251,938,4,133,1465.807068,25.34953149,365.1666667,2.333333333,Warri
id_782,946,1,113,1535.400146,24.37842571,523.4117647,7.352941176,Abuja
id_43,946,4,133,1482.736987,25.79041786,280.2,0.8,Warri
id_45,950,4,133,1419.040009,25.72533464,304.625,1.875,Warri
id_10,954,4,133,1417.116679,25.56787332,282.6666667,1,Warri
id_133,957,4,133,1461.785292,26.00700336,294.3333333,0.555555556,Warri
id_220,958,4,133,1477.452725,25.55063334,351.2727273,1.909090909,Warri
id_131,960,4,133,1483.173584,25.98949896,288.8571429,0.857142857,Warri
id_232,964,4,133,1485.219713,25.61569193,314.3333333,0.444444444,Warri
id_37,971,4,133,1418.445007,24.89575005,413.625,15.75,Warri
id_218,974,4,133,1482.774641,24.72291429,471.8571429,2.857142857,Warri
id_774,976,1,100,1615.666138,23.75809184,694.7272727,1.727272727,Abuja
id_102,981,4,133,1481.969428,25.39473067,345.7777778,2.555555556,Warri
id_215,981,4,133,1447.343227,25.13294302,436.7142857,11.14285714,Warri
id_391,990,2,45,1089.443059,25.47400475,95.53846154,1.615384615,Lagos
id_205,993,4,133,1430.6255,25.50633392,341.2,8.8,Warri
id_159,998,4,133,1400.911255,26.00938535,274.75,0.625,Warri
id_127,999,4,133,1469.985006,25.98008315,292,0,Warri
id_126,1005,4,133,1430.449011,25.86797695,283,0.3,Warri
id_192,1019,4,133,1448.659313,25.75975019,302.4545455,0.454545455,Warri
id_73,1023,4,133,1475.629991,25.96625031,290.8888889,0.666666667,Warri
id_138,1023,4,133,1464.910999,25.33025093,355.1,5,Warri
id_164,1026,4,133,1435.279694,25.6446209,335.625,4,Warri
id_353,1047,2,73,1401.987495,23.61739561,697.2222222,9.444444444,Lagos
id_189,1052,4,133,1411.361499,25.92832413,290.3,1.7,Warri
id_226,1065,4,133,1468.769995,25.66328373,310.4,0.8,Warri
id_156,1066,4,133,1430.336987,25.22827148,370.2,8.6,Warri
id_130,1067,4,133,1466.161255,26.035146,293,0.75,Warri
id_137,1068,4,133,1477.052856,25.97229821,291,0.571428571,Warri
id_248,1070,4,133,1462.710002,25.39135636,334.6666667,5.111111111,Warri
id_60,1077,4,133,1419.166694,25.0250348,367.5555556,12.77777778,Warri
id_195,1077,4,133,1475.87999,24.80600023,508.25,3.625,Warri
id_48,1080,4,133,1430.407783,25.42349497,293.4444444,5.444444444,Warri
id_198,1081,4,133,1413.529999,25.88214731,298.75,0.75,Warri
id_223,1082,4,133,1463.274536,25.68233161,307,0.636363636,Warri
id_9,1102,4,133,1421.198225,25.89465904,299.8571429,0.571428571,Warri
id_202,1115,4,133,1426.50666,25.86194505,285.7777778,1.444444444,Warri
id_97,1116,4,133,1574.430623,24.18205918,656.9722222,1.833333333,Warri
id_182,1123,4,133,1421.880005,25.70733404,316.25,3.125,Warri
id_247,1126,4,133,1456.36556,24.8740476,449.7777778,9.111111111,Warri
id_219,1129,4,133,1404.412498,25.77912955,288.5454545,2.909090909,Warri
id_160,1162,4,133,1429.682509,25.68179936,315.7777778,2.666666667,Warri
id_246,1168,4,133,1416.778341,25.19007047,358.8333333,8.833333333,Warri
id_51,1174,4,133,1438.045029,25.05708265,399.625,6,Warri
id_36,1178,4,133,1423.772491,25.39362717,354,11,Warri
id_140,1186,4,133,1456.987508,25.97034073,288.5555556,0.888888889,Warri
id_167,1191,4,133,1407.455002,26.01666641,282.25,2.625,Warri
id_129,1193,4,133,1459.333997,25.50987358,296.5,7.7,Warri
id_15,1218,4,133,1414.401786,25.80380304,301.5714286,0.714285714,Warri
id_194,1218,4,133,1416.949992,25.87198109,295.1111111,2,Warri
id_134,1226,4,133,1481.375015,25.9772079,288.125,0.875,Warri
id_197,1234,4,133,1454.462012,25.7682169,300.1,1,Warri
id_224,1235,4,133,1430.732278,25.24321816,340,6,Warri
id_187,1261,4,133,1433.756763,25.7080946,307.3,2.5,Warri
id_212,1263,4,133,1427.292149,25.35345513,388.4285714,3.857142857,Warri
id_175,1271,4,133,1413.264743,25.97043652,290.4444444,1.666666667,Warri
id_184,1271,4,133,1410.006931,25.93154844,288.7777778,2.444444444,Warri
id_222,1274,4,133,1406.980225,25.7285881,286.7272727,2,Warri
id_5,1275,4,133,1460.009369,25.5870831,330,5.125,Warri
id_117,1276,4,133,1473.298406,26.10527385,290.6363636,0.818181818,Warri
id_6,1288,4,133,1480.651786,25.64803587,310.2857143,0.428571429,Warri
id_180,1324,4,133,1411.756866,25.96847367,286.875,0.75,Warri
id_174,1329,4,133,1419.790839,25.84604772,302,0.888888889,Warri
id_228,1330,4,133,1406.037,25.64061642,309.8,6.9,Warri
id_135,1334,4,133,1472.864091,25.43351624,325.8181818,1.818181818,Warri
id_206,1357,4,133,1425.800003,25.83666658,283.125,1.375,Warri
id_50,1364,4,133,1425.48501,25.91999092,290.3,0.4,Warri
id_225,1365,4,133,1407.375,25.67247921,292.6666667,2.444444444,Warri
id_178,1370,4,133,1422.958508,25.83038502,303.1,0.5,Warri
id_4,1377,4,133,1447.239779,25.20197244,428.3636364,2.272727273,Warri
id_70,1378,4,133,1398.635725,25.3522625,280.7142857,7.285714286,Warri
id_158,1400,4,133,1441.540009,25.91300011,298.875,0.75,Warri
id_176,1401,4,133,1414.479993,25.96491508,286,1.7,Warri
id_920,1403,5,150,1502.236441,25.67896611,295.5714286,2.428571429,Kano
id_179,1415,4,133,1423.338104,25.9130981,297.125,0.625,Warri
id_151,1416,4,133,1456.65123,25.93440676,300.125,1.375,Warri
id_183,1422,4,133,1431.959095,25.86958469,295.1818182,1.363636364,Warri
id_64,1431,4,133,1479.567854,25.94866044,280.8571429,0.857142857,Warri
id_99,1432,4,133,1413.33999,25.99300594,285.6,0.5,Warri
id_163,1435,4,133,1410.273228,25.976414,278.1428571,1.714285714,Warri
id_75,1441,4,133,1462.025,25.86595936,287,0.7,Warri
id_193,1446,4,133,1418.625,25.92333243,279.7777778,0.222222222,Warri
id_52,1452,4,133,1434.205002,25.56941557,316.25,1.5,Warri
id_234,1456,4,133,1414.862518,25.68000007,290.5,3.375,Warri
id_71,1458,4,133,1421.316574,25.77857113,323.375,3.25,Warri
id_188,1465,4,133,1432.784633,25.87214988,297.7142857,0.714285714,Warri
id_16,1472,4,133,1455.189982,25.53456031,282,3.222222222,Warri
id_108,1479,4,133,1422.028599,25.52822031,288.7142857,1.571428571,Warri
id_241,1486,4,133,1477.152536,25.01524707,443.7142857,3.142857143,Warri
id_2,1491,4,133,1451.577502,24.96829185,430.2,12.6,Warri
id_173,1495,4,133,1421,25.72458394,316.3333333,2.833333333,Warri
id_149,1496,4,133,1366.193018,25.44479904,268.6,1.6,Warri
id_209,1499,4,133,1457.665002,25.50870819,356.7,2,Warri
id_142,1522,4,133,1475.44191,25.96084857,299.875,0.25,Warri
id_132,1527,4,133,1467.189514,25.46648903,315.6,3.2,Warri
id_190,1532,4,133,1417.53834,25.15740331,307.6666667,4.25,Warri
id_244,1536,4,133,1413.087497,25.23930189,321.4444444,3.555555556,Warri
id_199,1544,4,133,1433.703578,25.80371557,294,0.857142857,Warri
id_69,1565,4,133,1420.62876,25.15222588,314.8,4.1,Warri
id_185,1570,4,133,1427.822211,25.91697396,290,0.888888889,Warri
id_169,1571,4,133,1419.299057,25.81166029,308,2.25,Warri
id_210,1577,4,133,1415.001779,25.82476371,298.7142857,0.857142857,Warri
id_125,1649,4,133,1483.962511,26.02543831,291.4444444,0.333333333,Warri
id_147,1659,4,133,1431.692862,25.88000039,303.0714286,1,Warri
id_20,1678,4,133,1419.107517,25.80833626,274.3333333,1.444444444,Warri
id_162,1687,4,133,1432.769999,25.94066588,298.8333333,0.666666667,Warri
id_203,1692,4,133,1415.850288,25.8448143,296,0.111111111,Warri
id_110,1706,4,133,1476.661499,25.92987938,281.4,0.8,Warri
id_157,1713,4,133,1424.264771,25.80309746,319.9090909,2.181818182,Warri
id_153,1719,4,133,1413.470692,25.78244435,311.8181818,1.727272727,Warri
id_170,1733,4,133,1422.376001,25.90413342,301.9,0.2,Warri
id_145,1755,4,133,1477.419176,25.96204885,295.3333333,1.555555556,Warri
id_166,1813,4,133,1426.98583,25.94200102,299.5833333,0.416666667,Warri
id_8,1826,4,133,1412.000017,25.60904612,282,0.857142857,Warri
id_141,1834,4,133,1429.268632,25.47917019,336.2727273,6.090909091,Warri
id_13,1928,4,133,1438.821997,25.96116791,279.8,0.5,Warri
id_213,1994,4,133,1437.925003,25.71695828,301.375,1.875,Warri
id_144,2008,4,133,1432.101257,25.85988665,300.5,1.375,Warri
id_148,2047,4,133,1469.931383,25.95288701,292.1111111,0.444444444,Warri
id_154,2174,4,133,1437.896688,25.88928541,307.3333333,1.111111111,Warri
id_161,2233,4,133,1425.849718,25.84748967,317,2,Warri
id_165,2329,4,133,1420.629074,25.82820225,308.875,2.375,Warri
id_150,2369,4,133,1425.794373,25.84525426,308.5833333,1.333333333,Warri
